group,name,rating,process,ingredient
soups-stews-and-chili.stews,spicy beef curry stew for the slow cooker,0,prep minscook hrs minstotal hrs minsservings yield servings,tablespoon olive oil pound beef stew meat salt and pepper to taste cloves garlic minced teaspoon chopped fresh ginger fresh jalapeno peppers diced tablespoon curry powder ounce can diced tomatoes with juice onion sliced and quartered cup beef broth
soups-stews-and-chili.stews,veal stew,4.5,prep minscook hr minstotal hr minsservings yield servings,tablespoons olive oil onion chopped cloves garlic minced pounds veal trimmed and cubed ounce can tomato sauce ½ cup white wine salt and pepper to taste
soups-stews-and-chili.stews,new mexico green chile stew,0,prep minscook hrs minstotal hrs minsservings yield cups,pound beef tenderloin cubed pound boneless pork loin cubed ¼ cup masa harina tablespoon olive oil red onion chopped cups chopped fresh tomatoes cups diced green chile peppers cups lowsodium beef broth tablespoon ground cumin large potato cubed cloves garlic minced teaspoons chopped fresh oregano teaspoons chopped fresh cilantro dash cayenne pepper optional salt to taste ground white pepper to taste
everyday-cooking.more-meal-ideas.5-ingredients,chicken cordon bleu,4.5,prep minscook minstotal minsservings yield servings,nonstick cooking spray skinless boneless chicken breast halves ¼ teaspoon salt ub teaspoon ground black pepper slices swiss cheese slices cooked ham ½ cup seasoned bread crumbs
everyday-cooking.more-meal-ideas.5-ingredients,easy tuna casserole,0,prep minscook minstotal minsservings yield servings,cups cooked macaroni ounce can tuna drained ounce can condensed cream of chicken soup cup shredded cheddar cheese u½ cups french fried onions
everyday-cooking.more-meal-ideas.5-ingredients,kielbasa with peppers and potatoes,4.5,prep minscook minstotal minsservings yield servings,tablespoon vegetable oil ounce package smoked kielbasa sausage diced medium red potatoes diced red bell pepper sliced yellow bell pepper sliced
everyday-cooking.more-meal-ideas.5-ingredients,ground beef curly noodle,0,prep minscook minstotal minsservings,pound ground beef ounce package ramen noodle pasta with flavor packet ounce can diced tomatoes ounce can whole kernel corn
everyday-cooking.more-meal-ideas.5-ingredients,easy bake fish,0,prep minscook minstotal minsservings yield servings,tablespoons honey tablespoons dijon mustard teaspoon lemon juice ounce salmon steaks ½ teaspoon pepper
everyday-cooking.more-meal-ideas.5-ingredients,bacon chicken ii,0,prep minscook minstotal hrservings yield servings,skinless boneless chicken breast halves ounce bottle honey barbecue sauce pound sliced bacon
everyday-cooking.more-meal-ideas.5-ingredients,ingredient mexican casserole,0,prep minscook minstotal minsservings yield servings,ounce can refried beans ¾ onion diced inch flour tortillas cup salsa cups shredded cheddar or colby jack cheese
everyday-cooking.more-meal-ideas.5-ingredients,pork chops in red sauce,0,prep minscook hrtotal hr minsservings yield to servings,center cut pork chops onion sliced to taste salt and pepper to taste cube beef bouillon ½ cup hot water ounce can condensed tomato soup
everyday-cooking.more-meal-ideas.5-ingredients,smoked cheese ravioli,4,prep minscook minstotal minsservings yield servings,ounce package frozen cheese ravioli cup halfandhalf cream cup shredded smoked gouda cheese teaspoon chopped fresh parsley teaspoon white pepper
everyday-cooking.more-meal-ideas.5-ingredients,pesto chicken,0,prep minscook minstotal minsservings yield servings,skinless boneless chicken breast halves ½ cup prepared basil pesto divided thin slices prosciutto or more if needed
everyday-cooking.more-meal-ideas.5-ingredients,best lemonade ever,0,prep minscook minstotal minsservings yield ounce servings,u¾ cups white sugar cup water medium lemons or more as needed cups icecold water ice as needed
everyday-cooking.more-meal-ideas.5-ingredients,quick and almostprofessional buttercream icing,4.5,prep minstotal minsservings yield cups,½ cup unsalted butter at room temperature cups confectioners sugar sifted u½ teaspoons pure vanilla extract tablespoons milk drops food coloring or as needed optional
everyday-cooking.more-meal-ideas.5-ingredients,starbucks caramel frappuccino copycat recipe,4.5,prep minstotal minsservings,cups ice cup strongly brewed black coffee cooled cup lowfat milk u cup caramel sauce tablespoons white sugar
everyday-cooking.more-meal-ideas.5-ingredients,worlds best honey garlic pork chops,0,prep minscook minstotal minsservings yield servings,½ cup ketchup uu tablespoons honey tablespoons lowsodium soy sauce cloves garlic crushed ounce inch thick pork chops
everyday-cooking.more-meal-ideas.5-ingredients,fluffy microwave scrambled eggs,4.5,prep minscook minstotal minsservings yield servings,eggs ¼ cup milk ub teaspoon salt
everyday-cooking.more-meal-ideas.5-ingredients,simple roasted butternut squash,4.5,prep minscook minstotal minsservings yield servings,butternut squash peeled seeded and cut into inch cubes tablespoons olive oil cloves garlic minced salt and ground black pepper to taste
everyday-cooking.more-meal-ideas.5-ingredients,cheese sauce for broccoli and cauliflower,4.5,prep minscook minstotal minsservings yield servings,tablespoons butter tablespoons allpurpose flour cup milk u½ cups shredded cheddar cheese pinch salt and ground black pepper to taste
everyday-cooking.more-meal-ideas.5-ingredients,twoingredient pizza dough,4.5,prep minstotal minsservings yield servings,u½ cups selfrising flour plus more for kneading cup plain greek yogurt cooking spray
everyday-cooking.more-meal-ideas.5-ingredients,basic biscuits,4.5,prep minscook minstotal minsservings yield biscuits,cups allpurpose flour tablespoon baking powder ½ teaspoon salt ½ cup shortening ¾ cup cold milk
everyday-cooking.more-meal-ideas.5-ingredients,simple baked chicken breasts,0,prep minscook minstotal minsservings,ounce skinless boneless chicken breast halves tablespoons olive oil ½ teaspoon coarse sea salt or to taste pinch creole seasoning such as tony chacheres® or more to taste tablespoon chicken broth or more to taste
everyday-cooking.more-meal-ideas.5-ingredients,easy roasted broccoli,4.5,prep minscook minstotal minsservings,ounces broccoli tablespoon olive oil salt and ground black pepper to taste
everyday-cooking.more-meal-ideas.5-ingredients,ingredient peanut butter cookies,4.5,prep minscook minsadditional minstotal minsservings yield dozen cookies,cup peanut butter cup white sugar egg
everyday-cooking.more-meal-ideas.5-ingredients,mayo chicken,0,prep minscook hr minstotal hr minsservings yield servings,cup mayonnaise cloves garlic crushed tablespoon finely chopped fresh rosemary teaspoon salt freshly ground black pepper to taste whole chicken cut into pieces ½ cup grated parmesan cheese
everyday-cooking.more-meal-ideas.5-ingredients,threeingredient shortbread cookies,4.5,prep minscook minstotal hrservings yield cookies,cup butter softened ½ cup superfine sugar cups allpurpose flour
everyday-cooking.more-meal-ideas.5-ingredients,panseared tilapia,4.5,prep minscook minstotal minsservings yield fillets,ounce tilapia fillets salt and ground black pepper to taste ½ cup allpurpose flour tablespoon olive oil tablespoons unsalted butter melted tablespoon lemon juice or to taste optional teaspoon chopped fresh flatleaf parsley or to taste optional ½ teaspoon chopped fresh thyme or to taste optional
everyday-cooking.more-meal-ideas.5-ingredients,peach dump cake,0,prep minscook minstotal minsservings yield xinch cake,ounce cans peaches in heavy syrup ounce package yellow cake mix ½ cup butter ½ teaspoon ground cinnamon or to taste
everyday-cooking.more-meal-ideas.5-ingredients,ultimate frozen strawberry margarita,0,prep minstotal minsservings,cups ice cubes or as needed fluid ounces tequila fluid ounces triple sec ounces frozen sliced strawberries in syrup fluid ounces frozen limeade concentrate
everyday-cooking.more-meal-ideas.5-ingredients,slow cooker baby back ribs,0,prep minscook hrs minstotal hrs minsservings,pounds baby back ribs trimmed salt and ground black pepper to taste ½ onion sliced clove garlic minced ounce bottle barbeque sauce
everyday-cooking.more-meal-ideas.5-ingredients,ice cream sandwich cake,0,prep minsadditional minstotal hrservings yield xinch cake,vanilla ice cream sandwiches unwrapped ounce containers whipped topping such as cool whip® thawed ounce jar hot fudge ice cream topping warmed ounce jar caramel ice cream topping ¼ cup chopped pecans or to taste
everyday-cooking.more-meal-ideas.5-ingredients,the perfect margarita,4.5,prep minstotal minsservings yield margarita,wedge lime teaspoon coarse sea salt or as needed large ice cube cup ice cubes or as needed fluid ounces white tequila u½ fluid ounces triple sec fluid ounce freshly squeezed lime juice slice lime
everyday-cooking.more-meal-ideas.5-ingredients,mojitos by the pitcher,5,prep minstotal minsservings,½ cup white sugar leaves fresh mint or to taste limes quartered cup rum such as bacardi® liter club soda
everyday-cooking.more-meal-ideas.5-ingredients,noyeast pizza crust,4.5,prep minsadditional minstotal minsservings yield inch pizza,uu cups allpurpose flour teaspoon baking powder ½ teaspoon salt ½ cup fatfree milk tablespoons olive oil
everyday-cooking.more-meal-ideas.5-ingredients,the perfect basic burger,0,prep minscook minstotal minsservings yield burgers patties,large egg ½ teaspoon salt ½ teaspoon ground black pepper pound ground beef ½ cup fine dry bread crumbs
everyday-cooking.more-meal-ideas.5-ingredients,homemade chocolate frosting,4.5,prep minstotal minsservings yield cups,cups confectioners sugar u cup cocoa powder ½ cup butter softened tablespoons milk teaspoon vanilla extract
everyday-cooking.more-meal-ideas.5-ingredients,supreme strawberry topping,5,prep minscook minstotal minsservings,pint fresh strawberries hulled and halved u cup white sugar teaspoon vanilla optional
everyday-cooking.more-meal-ideas.5-ingredients,threeingredient baked chicken breasts,0,prep minscook minstotal minsservings yield servings,¼ cup butter melted teaspoon salt skinless boneless chicken breast halves
everyday-cooking.cookware-and-equipment.air-fryer,baconwrapped stuffed chicken breasts in the air fryer,0,prep minscook minstotal minsservings yield stuffed chicken breasts,breast half bone and skin removed blanks skinless boneless chicken breasts teaspoon lemonpepper seasoning or to taste slices monterey jack cheese spears fresh asparagus slices bacon each wooden toothpicks
everyday-cooking.cookware-and-equipment.air-fryer,air fryer sweet and spicy roasted carrots,5,prep minscook minstotal minsservings yield servings,serving cooking spray tablespoon butter melted tablespoon hot honey such as mikes hot honey® teaspoon grated orange zest ½ teaspoon ground cardamom ½ pound baby carrots tablespoon freshly squeezed orange juice pinch salt and ground black pepper to taste
everyday-cooking.cookware-and-equipment.air-fryer,air fryer coconut shrimp,0,prep minscook minstotal minsservings yield servings,½ cup allpurpose flour u½ teaspoons ground black pepper large eggs u cup unsweetened flaked coconut u cup panko bread crumbs ounces uncooked medium shrimp peeled and deveined cooking spray ½ teaspoon kosher salt divided ¼ cup honey ¼ cup lime juice serrano chile thinly sliced teaspoons chopped fresh cilantro
everyday-cooking.cookware-and-equipment.air-fryer,everything seasoning air fryer asparagus,0,prep minscook minstotal minsservings yield servings,pound thin asparagus tablespoon olive oil tablespoon everything bagel seasoning pinch salt to taste wedge blanks lemon wedges
